score,r_alignment_reward,w_alignment_reward,active_alignment_reward,r_goal_reward,w_goal_reward,active_goal_reward,r_handle_another_object_reward,w_handle_another_object_reward,active_handle_another_object_reward,r_handle_object_reward,w_handle_object_reward,active_handle_object_reward,r_hold_another_object_reward,w_hold_another_object_reward,active_hold_another_object_reward,r_hold_object_reward,w_hold_object_reward,active_hold_object_reward,r_object_velocity_reward,w_object_velocity_reward,active_object_velocity_reward,r_pour_alignment_reward,w_pour_alignment_reward,active_pour_alignment_reward,r_pour_reward,w_pour_reward,active_pour_reward,r_spill_penalty,w_spill_penalty,active_spill_penalty,r_tilt_reward,w_tilt_reward,active_tilt_reward,r_transfer_reward,w_transfer_reward,active_transfer_reward,r_velocity_reward,w_velocity_reward,active_velocity_reward,env_id,seed
0.688,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_kettle,42
0.0016,,0,0,,0.1,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0016,,0,0,,0.05,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0012,,0,0,,0.1,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,shadow_hand_kettle,42
0.0011,,0,0,,0.05,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,shadow_hand_kettle,42
0.0043,,0,0,,0.1,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.003,,0,0,,0.5,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0035,,0,0,,0.1,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,shadow_hand_kettle,42
0.0035,,0,0,,0.05,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,shadow_hand_kettle,42
0.0005,,0,0,,0.1,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0033,,0,0,,0.05,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0036,,0,0,,0.1,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,shadow_hand_kettle,42
0.0022,,0,0,,0.05,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,shadow_hand_kettle,42
0.0005,,0,0,,0.1,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0,,0,0,,0.5,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.004,,0,0,,0.1,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,shadow_hand_kettle,42
0.006,,0,0,,0.05,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,shadow_hand_kettle,42
0.0043,,0,0,,0.1,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0013,,0,0,,0.05,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0021,,0,0,,0.1,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,shadow_hand_kettle,42
0.0013,,0,0,,0.05,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,shadow_hand_kettle,42
0.0019,,0,0,,0.1,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0285,,0,0,,0.5,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0015,,0,0,,0.1,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,shadow_hand_kettle,42
0.0024,,0,0,,0.05,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,shadow_hand_kettle,42
0.0321,,0,0,,0.1,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0021,,0,0,,0.05,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0018,,0,0,,0.1,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,shadow_hand_kettle,42
0.0032,,0,0,,0.05,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,shadow_hand_kettle,42
0.0007,,0,0,,0.1,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0029,,0,0,,0.5,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_kettle,42
0.0029,,0,0,,0.1,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,shadow_hand_kettle,42
0.002,,0,0,,0.05,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,shadow_hand_kettle,42
0.0015,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.752,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0053,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0127,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.003,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.028,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.8701,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0682,,0.5,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0029,,0.5,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0,,0.5,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0027,,0.5,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0044,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.002,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0005,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.2074,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0039,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0024,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.006,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0015,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0024,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0022,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0045,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.002,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0015,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0023,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0045,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0.5,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0032,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0.5,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0031,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0017,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,,0.5,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0032,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,,0.5,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0029,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0029,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0.5,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0025,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0.5,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0029,,0,0,,1.0,1,,0,0,,0,0,,0.5,1,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0033,,0,0,,1.0,1,,0,0,,0,0,,0.5,1,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0027,,0,0,,1.0,1,,0,0,,0,0,,0.5,1,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0026,,0,0,,0.5,1,,0,0,,0,0,,0.5,1,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0013,,0,0,,0.5,1,,0,0,,0,0,,0.5,1,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0014,,0,0,,0.5,1,,0,0,,0,0,,0.5,1,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0029,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0018,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0049,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0027,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0034,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0098,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0016,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0145,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0023,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0037,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0018,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.005,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
