score,r_alignment_reward,w_alignment_reward,active_alignment_reward,r_angular_velocity_reward,w_angular_velocity_reward,active_angular_velocity_reward,r_approach_reward,w_approach_reward,active_approach_reward,r_closing_reward,w_closing_reward,active_closing_reward,r_contact_reward,w_contact_reward,active_contact_reward,r_coordination_reward,w_coordination_reward,active_coordination_reward,r_finger_reward,w_finger_reward,active_finger_reward,r_goal_reward,w_goal_reward,active_goal_reward,r_grasp_reward,w_grasp_reward,active_grasp_reward,r_hand_pull_reward,w_hand_pull_reward,active_hand_pull_reward,r_handle_grasp_reward,w_handle_grasp_reward,active_handle_grasp_reward,r_object_position_reward,w_object_position_reward,active_object_position_reward,r_orientation_reward,w_orientation_reward,active_orientation_reward,r_progress_reward,w_progress_reward,active_progress_reward,r_rotation_reward,w_rotation_reward,active_rotation_reward,r_stability_reward,w_stability_reward,active_stability_reward,r_success_bonus,w_success_bonus,active_success_bonus,r_velocity_penalty,w_velocity_penalty,active_velocity_penalty,r_velocity_reward,w_velocity_reward,active_velocity_reward,env_id,seed
0.284,,0,0,,0,0,,8.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0.1,1,,0,0,shadow_hand_door_close_outward,42
0.113,,0,0,,0,0,,8.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,shadow_hand_door_close_outward,42
0.0526,,0,0,,0,0,,8.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0.1,1,,0,0,shadow_hand_door_close_outward,42
0.0519,,0,0,,0,0,,8.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0.5,1,,0,0,shadow_hand_door_close_outward,42
0.2226,,0,0,,0,0,,8.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,0.5,1,,0,0,shadow_hand_door_close_outward,42
0.0337,,0,0,,0,0,,8.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,shadow_hand_door_close_outward,42
0.6605,,0,0,,0,0,,8.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,shadow_hand_door_close_outward,42
0.2549,,0,0,,0,0,,8.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,shadow_hand_door_close_outward,42
0.1695,,0,0,,0,0,,8.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,shadow_hand_door_close_outward,42
0.2567,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,1.0,1,,0.1,1,,0,0,shadow_hand_door_close_outward,42
0.1724,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,shadow_hand_door_close_outward,42
0.0791,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,5.0,1,,0.1,1,,0,0,shadow_hand_door_close_outward,42
0.0538,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,1.0,1,,0.5,1,,0,0,shadow_hand_door_close_outward,42
0.1586,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,,0.5,1,,0,0,shadow_hand_door_close_outward,42
0.0714,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,shadow_hand_door_close_outward,42
0.0978,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,shadow_hand_door_close_outward,42
0.0135,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,shadow_hand_door_close_outward,42
0.0463,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,shadow_hand_door_close_outward,42
0.0124,,0,0,,0,0,,16.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0.1,1,,0,0,shadow_hand_door_close_outward,42
0.0573,,0,0,,0,0,,16.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,shadow_hand_door_close_outward,42
0.1699,,0,0,,0,0,,16.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,5.0,1,,0.1,1,,0,0,shadow_hand_door_close_outward,42
0.3691,,0,0,,0,0,,16.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0.5,1,,0,0,shadow_hand_door_close_outward,42
0.3956,,0,0,,0,0,,16.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0.5,1,,0.5,1,,0,0,shadow_hand_door_close_outward,42
0.1337,,0,0,,0,0,,16.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,shadow_hand_door_close_outward,42
0.2653,,0,0,,0,0,,16.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,shadow_hand_door_close_outward,42
0.0475,,0,0,,0,0,,16.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,shadow_hand_door_close_outward,42
0.0311,,0,0,,0,0,,16.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,shadow_hand_door_close_outward,42
0.0596,,0,0,,0,0,,8.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0.1,1,,0,0,shadow_hand_door_close_outward,42
0.2531,,0,0,,0,0,,8.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,shadow_hand_door_close_outward,42
0.0937,,0,0,,0,0,,8.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0.1,1,,0,0,shadow_hand_door_close_outward,42
0.1437,,0,0,,0,0,,8.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0.5,1,,0,0,shadow_hand_door_close_outward,42
0.0437,,0,0,,0,0,,8.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,0.5,1,,0,0,shadow_hand_door_close_outward,42
0.0074,,0,0,,0,0,,8.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,shadow_hand_door_close_outward,42
0.1329,,0,0,,0,0,,8.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,shadow_hand_door_close_outward,42
0.1511,,0,0,,0,0,,8.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,shadow_hand_door_close_outward,42
0.2725,,0,0,,0,0,,8.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,shadow_hand_door_close_outward,42
0.0683,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.0266,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,10.0,1,,1.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.0272,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.0172,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.3252,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,10.0,1,,1.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.2124,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.1136,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.0806,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,10.0,1,,1.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.0977,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.0203,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_close_outward,42
0.043,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_close_outward,42
0.1291,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_close_outward,42
0.2654,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_close_outward,42
0.0484,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_close_outward,42
0.1988,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_close_outward,42
0.1169,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_close_outward,42
0.1644,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_close_outward,42
0.1723,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,20.0,1,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_close_outward,42
0.2512,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,20.0,1,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.0523,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,20.0,1,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.045,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,20.0,1,,10.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.1153,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,20.0,1,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.1536,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,20.0,1,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.0121,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,20.0,1,,10.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.167,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,20.0,1,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.1634,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,20.0,1,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.041,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,20.0,1,,10.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.3337,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,20.0,1,,40.0,1,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.0816,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,20.0,1,,40.0,1,,0,0,,0,0,,10.0,1,,1.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.1962,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,20.0,1,,40.0,1,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.1488,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,20.0,1,,40.0,1,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.0927,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,20.0,1,,40.0,1,,0,0,,0,0,,10.0,1,,1.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.1917,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,20.0,1,,40.0,1,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.322,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,20.0,1,,40.0,1,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.3338,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,20.0,1,,40.0,1,,0,0,,0,0,,10.0,1,,1.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.1202,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,20.0,1,,40.0,1,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_close_outward,42
0.2001,,2.0,1,,0.5,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,3.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.2182,,2.0,1,,0.5,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,3.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.4049,,2.0,1,,0.5,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,3.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.0369,,2.0,1,,0.5,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.039,,2.0,1,,0.5,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.3674,,2.0,1,,0.5,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.1962,,2.0,1,,0.5,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.4479,,2.0,1,,0.5,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.1387,,2.0,1,,0.5,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.2219,,1.0,1,,0.1,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,3.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.0391,,1.0,1,,0.1,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,3.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.286,,1.0,1,,0.1,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,3.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.1681,,1.0,1,,0.1,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.0255,,1.0,1,,0.1,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.2144,,1.0,1,,0.1,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.1643,,1.0,1,,0.1,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.057,,1.0,1,,0.1,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.48,,1.0,1,,0.1,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.2957,,5.0,1,,1.0,1,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,3.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.0471,,5.0,1,,1.0,1,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,3.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.6281,,5.0,1,,1.0,1,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,3.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.2471,,5.0,1,,1.0,1,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.5827,,5.0,1,,1.0,1,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.0176,,5.0,1,,1.0,1,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.1645,,5.0,1,,1.0,1,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.4481,,5.0,1,,1.0,1,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.1298,,5.0,1,,1.0,1,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.0642,,2.0,1,,0.5,1,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,3.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.2869,,2.0,1,,0.5,1,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,3.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.1542,,2.0,1,,0.5,1,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,3.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.301,,2.0,1,,0.5,1,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.0706,,2.0,1,,0.5,1,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,shadow_hand_door_close_outward,42
0.3783,,2.0,1,,0.5,1,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_outward,42
