score,r_alignment_reward,w_alignment_reward,active_alignment_reward,r_approach_reward,w_approach_reward,active_approach_reward,r_contact_reward,w_contact_reward,active_contact_reward,r_grasp_reward,w_grasp_reward,active_grasp_reward,r_height_reward,w_height_reward,active_height_reward,r_lift_reward,w_lift_reward,active_lift_reward,r_stability_reward,w_stability_reward,active_stability_reward,r_stack_bonus,w_stack_bonus,active_stack_bonus,r_stack_reward,w_stack_reward,active_stack_reward,r_success_reward,w_success_reward,active_success_reward,r_vertical_alignment,w_vertical_alignment,active_vertical_alignment,r_vertical_reward,w_vertical_reward,active_vertical_reward,env_id,seed
0.0537,,0.05,1,,0.1,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.0801,,0.1,1,,0.3,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.0801,,0.05,1,,0.3,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.0928,,0.1,1,,0.1,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.147,,0.05,1,,0.1,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.2065,,0.1,1,,0.3,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.0996,,0.05,1,,0.3,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.1152,,0.1,1,,0.1,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.168,,0.05,1,,0.1,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.4604,,0.1,1,,0.3,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.2236,,0.05,1,,0.3,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.3438,,0.1,1,,0.1,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.1226,,0.05,1,,0.1,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.1191,,0.1,1,,0.3,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.1787,,0.05,1,,0.3,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.1074,,0.1,1,,0.1,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.1445,,0.05,1,,0.1,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.167,,0.1,1,,0.3,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.3384,,0.05,1,,0.3,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.1279,,0,0,,0.2,1,,0.1,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0654,,0,0,,0.1,1,,0.1,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0771,,0,0,,0.2,1,,0.1,1,,0.01,1,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0659,,0,0,,0.1,1,,0.1,1,,0.01,1,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1255,,0,0,,0.2,1,,0.05,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.105,,0,0,,0.1,1,,0.05,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0801,,0,0,,0.2,1,,0.05,1,,0.01,1,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0532,,0,0,,0.1,1,,0.05,1,,0.01,1,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.062,,0,0,,0.2,1,,0.1,1,,0.05,1,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0571,,0,0,,0.1,1,,0.1,1,,0.05,1,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.041,,0,0,,0.2,1,,0.1,1,,0.01,1,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.063,,0,0,,0.1,1,,0.1,1,,0.01,1,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0708,,0,0,,0.2,1,,0.05,1,,0.05,1,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0483,,0,0,,0.1,1,,0.05,1,,0.05,1,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1152,,0,0,,0.2,1,,0.05,1,,0.01,1,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0664,,0,0,,0.1,1,,0.05,1,,0.01,1,,0,0,,0.05,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0791,,0,0,,0.2,1,,0.1,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0327,,0,0,,0.1,1,,0.1,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.189,,0,0,,0.2,1,,0.1,1,,0.01,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0449,,0,0,,0.1,1,,0.1,1,,0.01,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0933,,0,0,,0.2,1,,0.05,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0757,,0,0,,0.1,1,,0.05,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0518,,0,0,,0.2,1,,0.05,1,,0.01,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1431,,0,0,,0.1,1,,0.05,1,,0.01,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0884,,0.05,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,1.0,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1143,,0.05,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0547,,0.01,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,1.0,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0649,,0.01,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1318,,0.05,1,,0.1,1,,0,0,,0.01,1,,0,0,,0,0,,0,0,,1.0,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0693,,0.05,1,,0.1,1,,0,0,,0.01,1,,0,0,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.2656,,0.01,1,,0.1,1,,0,0,,0.01,1,,0,0,,0,0,,0,0,,1.0,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.2515,,0.01,1,,0.1,1,,0,0,,0.01,1,,0,0,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
